Matches,Depth,Solver,Exp.Type,Opt.,εr(°),εt(°),mAA@10,mAA_f@10,τ(ms),Inliers,Num_Pairs,max_points,img_size,feat_level,up_ft_index,dift_t,ratio_thresh
phase2_lora_r4_proj_dinov3only,UniDepth,3p_ours_shift_scale+12,calibrated,S,0.43,1.70,71.4,N/A,14.4,39.6,14896,2000,768,-8,2,0,
phase2_lora_r4_proj_dinov3only,UniDepth,3p_ours_shift_scale_hybrid_reproj+12,calibrated,H,0.84,4.41,52.7,N/A,9.4,65.6,14896,2000,768,-8,2,0,
phase2_lora_r4_proj_dinov3only,UniDepth,3p_ours_shift_scale_reproj+12,calibrated,S,0.84,4.41,52.7,N/A,9.7,65.6,14896,2000,768,-8,2,0,
phase2_lora_r4_proj_dinov3only,UniDepth,4p_ours_scale_shift+12,shared_f,S,1.17,4.66,48.8,27.9,27.4,37.1,14896,2000,768,-8,2,0,
phase2_lora_r4_proj_dinov3only,UniDepth,4p_ours_scale_shift+12,varying_f,S,3.13,15.22,20.7,10.8,16.5,32.8,14896,2000,768,-8,2,0,
phase2_lora_r4_proj_dinov3only,UniDepth,4p_ours_scale_shift_reproj+12,shared_f,S,1.20,5.28,45.4,22.6,26.1,65.0,14896,2000,768,-8,2,0,
phase2_lora_r4_proj_dinov3only,UniDepth,4p_ours_scale_shift_reproj+12,varying_f,S,1.15,9.42,29.9,21.1,14.3,66.0,14896,2000,768,-8,2,0,
phase2_lora_r4_proj_dinov3only,UniDepth,4p_ours_scale_shift_reproj-s+12,shared_f,S,1.44,6.08,41.0,22.5,28.1,66.8,14896,2000,768,-8,2,0,
phase2_lora_r4_proj_dinov3only,UniDepth,4p_ours_scale_shift_reproj-s+12,varying_f,S,1.69,7.83,33.1,16.9,16.4,67.9,14896,2000,768,-8,2,0,
