Matches,Depth,Solver,Exp.Type,Opt.,εr(°),εt(°),mAA@10,mAA_f@10,τ(ms),Inliers,Num_Pairs,max_points,img_size,feat_level,up_ft_index,dift_t,ratio_thresh
dift,UniDepth,3p_ours_shift_scale+12,calibrated,S,0.64,2.19,70.7,N/A,15.4,52.6,14868,2000,768,-1,2,16,
dift,UniDepth,3p_ours_shift_scale_hybrid_reproj+12,calibrated,H,2.38,8.26,27.5,N/A,8.4,68.6,14868,2000,768,-1,2,16,
dift,UniDepth,3p_ours_shift_scale_reproj+12,calibrated,S,2.38,8.26,27.5,N/A,8.6,68.6,14868,2000,768,-1,2,16,
dift,UniDepth,4p_ours_scale_shift+12,shared_f,S,1.24,3.98,53.8,32.3,29.8,51.9,14868,2000,768,-1,2,16,
dift,UniDepth,4p_ours_scale_shift+12,varying_f,S,2.36,11.48,23.9,13.7,19.1,50.1,14868,2000,768,-1,2,16,
dift,UniDepth,4p_ours_scale_shift_reproj+12,shared_f,S,2.74,8.44,26.1,16.6,26.6,68.4,14868,2000,768,-1,2,16,
dift,UniDepth,4p_ours_scale_shift_reproj+12,varying_f,S,2.42,16.74,16.6,10.3,14.6,69.6,14868,2000,768,-1,2,16,
dift,UniDepth,4p_ours_scale_shift_reproj-s+12,shared_f,S,2.12,7.73,33.8,20.9,30.2,69.8,14868,2000,768,-1,2,16,
dift,UniDepth,4p_ours_scale_shift_reproj-s+12,varying_f,S,2.82,26.26,12.4,12.4,18.4,70.2,14868,2000,768,-1,2,16,
