Matches,Depth,Solver,Exp.Type,Opt.,εr(°),εt(°),mAA@10,mAA_f@10,τ(ms),Inliers,Num_Pairs,max_points,img_size,feat_level,up_ft_index,dift_t,ratio_thresh
phase4_lg_zeroshot_proj256_ft020,UniDepth,3p_ours_shift_scale+12,calibrated,S,0.25,0.93,83.1,N/A,16.8,69.0,14895,2048,768,-8,2,0,
phase4_lg_zeroshot_proj256_ft020,UniDepth,3p_ours_shift_scale_hybrid_reproj+12,calibrated,H,0.81,4.14,56.0,N/A,8.2,89.5,14895,2048,768,-8,2,0,
phase4_lg_zeroshot_proj256_ft020,UniDepth,3p_ours_shift_scale_reproj+12,calibrated,S,0.81,4.14,56.0,N/A,8.2,89.5,14895,2048,768,-8,2,0,
