Matches,Depth,Solver,Exp.Type,Opt.,εr(°),εt(°),mAA@10,mAA_f@10,τ(ms),Inliers,Num_Pairs,max_points,img_size,feat_level,up_ft_index,dift_t,ratio_thresh
stage2_unfrozen_proj_60_v2_ft015,UniDepth,3p_ours_shift_scale+12,calibrated,S,0.55,1.82,73.3,N/A,21.7,75.1,14868,2048,768,-8,2,0,
stage2_unfrozen_proj_60_v2_ft015,UniDepth,3p_ours_shift_scale_hybrid_reproj+12,calibrated,H,2.90,9.98,19.1,N/A,9.0,93.0,14868,2048,768,-8,2,0,
stage2_unfrozen_proj_60_v2_ft015,UniDepth,3p_ours_shift_scale_reproj+12,calibrated,S,2.90,9.98,19.1,N/A,9.0,93.0,14868,2048,768,-8,2,0,
