Matches,Depth,Solver,Exp.Type,Opt.,εr(°),εt(°),mAA@10,mAA_f@10,τ(ms),Inliers,Num_Pairs,max_points,img_size,feat_level,up_ft_index,dift_t,ratio_thresh
stage2_unfrozen_proj_60_v2_ft010,UniDepth,3p_ours_shift_scale+12,calibrated,S,0.22,0.81,83.0,N/A,17.3,64.7,14895,2048,768,-8,2,0,
stage2_unfrozen_proj_60_v2_ft010,UniDepth,3p_ours_shift_scale_hybrid_reproj+12,calibrated,H,0.77,4.07,55.5,N/A,8.4,86.5,14895,2048,768,-8,2,0,
stage2_unfrozen_proj_60_v2_ft010,UniDepth,3p_ours_shift_scale_reproj+12,calibrated,S,0.77,4.07,55.5,N/A,8.4,86.5,14895,2048,768,-8,2,0,
